"theoretical.mz","LogRT","KEGG.id","adduct"
885.48290129297,6.28213368064137,NA,NA
885.506107344597,6.101613274208,NA,NA
885.493590020582,5.44045949803498,NA,NA
885.513403612005,5.01730241601015,NA,NA
297.703059809567,5.21686762917296,NA,NA
297.70048960691,5.62264214310579,NA,NA
297.707902397024,4.81486897472439,NA,NA
297.699495928116,4.85899070319056,NA,NA
297.695378195814,4.88875643383762,NA,NA
297.713751217748,5.41495912429088,NA,NA
297.70697318405,4.15430226999023,NA,NA
297.709748692762,6.19107655750665,NA,NA
297.706274676285,4.57449003675185,NA,NA
297.698482664136,4.9610337463243,NA,NA
359.192294062356,6.4484403993598,NA,NA
359.18752760153,6.16505218733191,NA,NA
359.207432917334,6.20309140548808,NA,NA
359.191825088225,7.14773196923331,NA,NA
359.19499548429,6.086333206529,NA,NA
359.196363581612,6.18619793517598,NA,NA
359.196891648902,6.53210995722888,NA,NA
359.192204957692,7.02837594013989,NA,NA
359.200980188055,5.12876271528719,NA,NA
359.188712545842,7.42871991128876,NA,NA
76.0389216187072,5.8758860619746,NA,NA
76.040600048366,6.47016834500132,NA,NA
76.0405717927132,6.06756751059853,NA,NA
76.041004120287,5.69071618726828,NA,NA
76.0429063497464,6.1307634765015,NA,NA
76.0418663207439,4.68036074610515,NA,NA
76.0400417993485,5.97886366580326,NA,NA
76.0443162181483,4.93822463692365,NA,NA
76.0399298338379,4.97261662072305,NA,NA
76.0414006668516,5.27868303891455,NA,NA
419.349514575362,5.51139545747008,NA,NA
419.343953648822,5.55332071224839,NA,NA
419.358510252115,5.22160402045692,NA,NA
419.35250544039,6.10060624828674,NA,NA
419.348364284641,5.00803326484133,NA,NA
419.351025741583,4.82926415672726,NA,NA
419.352811569516,5.46674897768367,NA,NA
419.358263252231,4.68394325198659,NA,NA
419.346438463427,4.31142976629104,NA,NA
419.355105453361,5.41030822222493,NA,NA
48.0083462262646,6.41794189877292,NA,NA
48.0085340087327,7.47941136436917,NA,NA
48.0085632298314,5.3712997270623,NA,NA
48.0076039296111,6.65949893326366,NA,NA
48.0103185814781,6.73222893049392,NA,NA
48.008308815117,6.68508460619668,NA,NA
48.0082176551574,5.64014249329449,NA,NA
48.00716232107,7.74402170549616,NA,NA
48.0081139095065,7.05467273028038,NA,NA
48.0077785973072,7.41436809416163,NA,NA
466.007680935484,6.01536303076859,NA,NA
466.010071529138,6.36778982467313,NA,NA
466.002211477826,6.59420942580191,NA,NA
465.993069416305,6.54794190606243,NA,NA
466.013392253876,7.1940763042421,NA,NA
466.00816456007,7.11084606795463,NA,NA
466.024374994616,8.39240063244847,NA,NA
466.014058114108,7.74513457680016,NA,NA
466.019521239101,6.72464283596394,NA,NA
466.016263322722,7.04214952629185,NA,NA
66.5553501588669,6.33999281320623,NA,NA
66.5529919581114,6.89266238051494,NA,NA
66.5569149067078,7.08324281833117,NA,NA
66.5544552493926,7.6812747882909,NA,NA
66.5547373612823,6.58693385865281,NA,NA
66.5571332547195,5.99056009314405,NA,NA
66.5534395082571,6.47056847492629,NA,NA
66.5559362058185,6.83568264527635,NA,NA
66.5554774455292,6.86093542382185,NA,NA
66.5533067523447,6.92623625618434,NA,NA
161.068856120206,5.20075345785955,NA,NA
161.075207738308,6.34320332137069,NA,NA
161.070111068341,6.50824252470866,NA,NA
161.065615984257,6.06060120644341,NA,NA
161.072692226145,6.73195495611355,NA,NA
161.072815276714,6.12465357266077,NA,NA
161.071163322342,6.34705293533272,NA,NA
161.073553769081,5.61126137423127,NA,NA
161.071953611484,6.69999637319188,NA,NA
161.073271140183,6.32028111221633,NA,NA
203.047119555543,5.68884402228548,NA,NA
203.047727829772,5.85967992118594,NA,NA
203.039057924032,6.55774240889517,NA,NA
203.042639342577,5.9319996873391,NA,NA
203.042417433241,4.62220156946552,NA,NA
203.038348251783,5.99902862022534,NA,NA
203.047234668282,6.66702702613302,NA,NA
203.040799124528,6.51717595009169,NA,NA
203.047156351435,6.73359103167258,NA,NA
203.039411478397,6.84996540457804,NA,NA
303.136760193517,7.25623703040206,NA,NA
303.129772075033,6.33115615317501,NA,NA
303.135089885793,6.48041662508995,NA,NA
303.134600836715,6.56468264674748,NA,NA
303.135650469167,6.11393395707868,NA,NA
303.138053152664,6.42514312288737,NA,NA
303.139233106669,7.26042931317651,NA,NA
303.131610830006,6.55199392141212,NA,NA
303.144919662758,6.62548122144315,NA,NA
303.13707320338,5.781548891207,NA,NA
286.228122200422,4.56030292788555,NA,NA
286.227967691735,5.02691375350652,NA,NA
286.228135427645,3.96507086157335,NA,NA
286.232652805693,5.48665429627078,NA,NA
286.227773822168,4.47325846187195,NA,NA
286.230583677759,4.68387930704138,NA,NA
286.234493986021,5.34866601187609,NA,NA
286.229869192649,6.68637350461974,NA,NA
286.233863210581,6.45498306371611,NA,NA
286.231859370348,5.09757136957772,NA,NA
281.039043575974,6.25099298958465,NA,NA
281.047098412016,6.84370847791549,NA,NA
281.036939344283,5.85165017063623,NA,NA
281.03862936749,5.83738386543486,NA,NA
281.045404205343,5.58966732273178,NA,NA
281.040881390386,5.51407390251196,NA,NA
281.038399066595,5.00099415069304,NA,NA
281.042329179871,6.21921604338608,NA,NA
281.039654302626,4.4102692945232,NA,NA
281.037937455272,5.37402266669572,NA,NA
869.640792607537,2.39025704656286,NA,NA
869.654882804558,3.48641253865852,NA,NA
869.663345490324,2.42734173415543,NA,NA
869.655640338788,2.46533191710436,NA,NA
869.678910168827,3.91262158451512,NA,NA
869.67747981667,3.56866495244234,NA,NA
869.663680748932,4.36310520347141,NA,NA
869.658205463762,3.27018853550575,NA,NA
869.659505986039,2.87069599230043,NA,NA
869.643499215399,3.09455959872745,NA,NA
857.032699912477,8.06531931938466,NA,NA
857.040795410425,7.61932463175634,NA,NA
857.041216347482,7.28105083414987,NA,NA
857.019317168492,7.89698522011966,NA,NA
857.045931591592,8.09265349013573,NA,NA
857.043350061555,6.36820391170699,NA,NA
857.045968785331,7.16428676641999,NA,NA
857.020777002412,6.73880105075852,NA,NA
857.043007493525,7.15904804823045,NA,NA
857.025696697515,7.59285906347167,NA,NA
937.750517320296,5.55095453579415,NA,NA
937.707480388112,4.29094670706438,NA,NA
937.74846715571,6.35848112789797,NA,NA
937.741972835826,5.36719738284277,NA,NA
937.693242159737,5.29178213989387,NA,NA
937.727303232392,4.4825383294664,NA,NA
937.749487135607,4.84444804218429,NA,NA
937.718370449151,6.21994468457779,NA,NA
937.722264509657,6.66497330110789,NA,NA
937.747719608657,4.72742604717814,NA,NA
184.095343082401,6.58785688035816,NA,NA
184.093323593517,5.67535107821314,NA,NA
184.092834784943,5.90661037277647,NA,NA
184.09664467716,6.40754576395164,NA,NA
184.094863035571,6.75603680292806,NA,NA
184.091198847549,6.35931840639894,NA,NA
184.091963657283,6.10852282895192,NA,NA
184.090834893064,5.90162667718254,NA,NA
184.091988432259,6.0916854246233,NA,NA
184.096918695451,6.38696647461437,NA,NA
407.094646320246,5.92809426950653,NA,NA
407.10393076577,5.4341483344238,NA,NA
407.091699220232,6.20002396295718,NA,NA
407.097732136643,5.26818055382937,NA,NA
407.094319607406,7.06130304240513,NA,NA
407.097690513643,6.24028690394722,NA,NA
407.101126677123,6.60385984520211,NA,NA
407.096062964139,6.73475245840378,NA,NA
407.100836114054,5.98455601523005,NA,NA
407.088991618944,5.76368647204852,NA,NA
294.107469864732,6.68795122715778,NA,NA
294.10696036085,6.84005106087945,NA,NA
294.111977265051,5.08982769091471,NA,NA
294.109728175335,5.34115006030981,NA,NA
294.10914396821,6.99322744541685,NA,NA
294.110324414176,5.33871585193572,NA,NA
294.113149713104,6.85406709132743,NA,NA
294.11534122275,6.43043947427104,NA,NA
294.109997829294,6.30065664292619,NA,NA
294.109351306063,6.91145498015828,NA,NA
311.059528758076,4.9602065203161,NA,NA
311.069966662142,4.81042217495311,NA,NA
311.072704506264,6.18721138802482,NA,NA
311.07005055224,5.96662130000345,NA,NA
311.061273770074,5.17708832402922,NA,NA
311.052967489613,5.51324859671378,NA,NA
311.061752763391,5.61164996978457,NA,NA
311.070855171713,5.59459125752425,NA,NA
311.072560329415,3.43631924578339,NA,NA
311.06138248096,4.51283456380748,NA,NA
301.211635672603,6.45227212616737,NA,NA
301.219862803247,5.594747076324,NA,NA
301.213852091587,4.00435886941916,NA,NA
301.217843135887,5.8148965371896,NA,NA
301.227076540061,4.42723754095078,NA,NA
301.222097337236,5.6326256601926,NA,NA
301.217889044139,4.51526899776023,NA,NA
301.213650079819,3.54950201173471,NA,NA
301.216118852877,5.20264616520043,NA,NA
301.217066058272,5.23485657391968,NA,NA
189.11606588597,6.55208904870194,NA,NA
189.126864997009,7.50067429765535,NA,NA
189.123893648786,6.49085879205625,NA,NA
189.122224933384,8.19509188295924,NA,NA
189.125225773395,7.30241560126824,NA,NA
189.117981681532,6.57433878681264,NA,NA
189.121533827905,5.75703288443386,NA,NA
189.124115084934,5.69840701907414,NA,NA
189.124212398132,6.61690615725577,NA,NA
189.121679303672,6.75230274286153,NA,NA
150.086832499472,6.44837517010523,NA,NA
150.083707718632,7.20131654482042,NA,NA
150.080714239835,5.79611111367084,NA,NA
150.082328998511,5.34438892092454,NA,NA
150.078858851659,3.99265211037984,NA,NA
150.08914247426,6.55611727031716,NA,NA
150.085271960539,5.60644096579907,NA,NA
150.08651177582,6.34269444462208,NA,NA
150.083928126777,4.78977183095663,NA,NA
150.08490341101,5.33214950794151,NA,NA
304.156422797449,5.22629642723489,NA,NA
304.147302703464,5.64496562487501,NA,NA
304.15200866276,5.24670616629655,NA,NA
304.15198107785,5.73994744065861,NA,NA
304.157200952296,5.47727723055158,NA,NA
304.155909147952,5.26144475420033,NA,NA
304.160107765042,5.86498022597038,NA,NA
304.149477340801,6.94202094813796,NA,NA
304.156964931795,5.53109571879111,NA,NA
304.151724461605,4.40359329524782,NA,NA
177.09084021204,6.19095081261234,NA,NA
177.092478693049,6.5396318270438,NA,NA
177.088565016814,6.74235799512031,NA,NA
177.0884983754,6.34576230061246,NA,NA
177.086603070503,4.94958329301784,NA,NA
177.092923579853,5.35133811165228,NA,NA
177.093570068355,5.74852270073263,NA,NA
177.092481767107,6.25827773811034,NA,NA
177.098209454625,6.17330972710963,NA,NA
177.092845909171,4.92318271145909,NA,NA
210.092212006762,6.35910652219536,NA,NA
210.086488681932,6.34274788645173,NA,NA
210.087029411061,6.4000687346326,NA,NA
210.090397902182,4.99072285071462,NA,NA
210.092211973815,7.35738197339816,NA,NA
210.091470064329,6.66754337168116,NA,NA
210.084593291753,6.70197585552121,NA,NA
210.084503409169,5.84361100356117,NA,NA
210.084503202686,6.8577780333251,NA,NA
210.093330710264,6.29437720709276,NA,NA
205.964331310229,5.63151682631458,NA,NA
205.970042479113,6.5992157968321,NA,NA
205.969697341324,6.79400918105267,NA,NA
205.973080924456,8.35939020377585,NA,NA
205.964079512721,5.73143218019153,NA,NA
205.967808064086,5.90168429236015,NA,NA
205.973585552735,6.2380693101704,NA,NA
205.970435617207,5.30665026660351,NA,NA
205.973814229668,6.91903157669067,NA,NA
205.969978805181,6.48813474370506,NA,NA
125.061572276598,5.82565647008893,NA,NA
125.058334626715,6.05032321078123,NA,NA
125.062946352435,7.24555347255558,NA,NA
125.059608515384,6.33589595169587,NA,NA
125.060363695045,6.00127782631935,NA,NA
125.058795600422,6.29090366318559,NA,NA
125.059588026573,6.7451177555847,NA,NA
125.060190592216,6.16091497768647,NA,NA
125.064275055403,6.77511660150862,NA,NA
125.062356466144,6.54456175110059,NA,NA
192.973326438596,6.16676735186658,NA,NA
192.979037783881,6.67819590722166,NA,NA
192.977306559321,6.69832779763907,NA,NA
192.975146097399,6.04478344820558,NA,NA
192.975051566426,7.13764613971007,NA,NA
192.976212715328,6.46885255936837,NA,NA
192.976804481493,6.03947206534701,NA,NA
192.979380549517,4.83048165570331,NA,NA
192.976852217527,6.89865224160651,NA,NA
192.976232124674,6.32988492715824,NA,NA
348.086847151863,4.94834013544646,NA,NA
348.086964164783,5.20504032875784,NA,NA
348.089163098151,5.27040677383076,NA,NA
348.074470226756,5.64105438674832,NA,NA
348.086652623123,5.97664352822499,NA,NA
348.084720945778,5.05267385989057,NA,NA
348.086582483269,5.96814883139053,NA,NA
348.083629815987,5.47457561034681,NA,NA
348.088396315216,5.98469114122007,NA,NA
348.083203598556,5.09917333016765,NA,NA
152.097700385372,5.19445423518409,NA,NA
152.100213137514,4.88792347461667,NA,NA
152.1042276107,5.55573996836696,NA,NA
152.100942454591,5.9496362054207,NA,NA
152.097572395623,5.31480172485364,NA,NA
152.100528955725,5.23628629153679,NA,NA
152.099715472153,6.3193811607175,NA,NA
152.105214052235,6.36491865315105,NA,NA
152.097977853768,5.48059643733753,NA,NA
152.101921059935,5.37113854994101,NA,NA
725.471014900012,4.20960738522117,NA,NA
725.442729531785,5.08171313858073,NA,NA
725.462961093555,4.32895337711029,NA,NA
725.441095034879,6.30271823842435,NA,NA
725.466386140312,4.10453341778598,NA,NA
725.46117053924,5.39897018591306,NA,NA
725.455858964371,5.99936392749046,NA,NA
725.446281609418,6.43512935989856,NA,NA
725.44254244205,3.55002142956609,NA,NA
725.452835575587,4.7064337897952,NA,NA
497.214542583342,5.80638600295744,NA,NA
497.216446441003,6.60961922798492,NA,NA
497.216186364541,4.73831813275731,NA,NA
497.222267628401,6.44586790189618,NA,NA
497.228665556136,5.71137769694991,NA,NA
497.226932113268,6.16241635123536,NA,NA
497.237988393374,6.592334459113,NA,NA
497.217510505956,5.7848053640136,NA,NA
497.215080838829,5.92079391566796,NA,NA
497.231997488394,6.05734233144488,NA,NA
91.0365399087561,6.35054898722194,NA,NA
91.0394909659408,6.85419137731761,NA,NA
91.0375651199893,6.98631529583501,NA,NA
91.0390863173353,6.99779904904622,NA,NA
91.0419929831892,6.46153283744429,NA,NA
91.0377102693031,6.41327523086597,NA,NA
91.0403245433547,5.77188115151599,NA,NA
91.0396089261543,6.73138090008687,NA,NA
91.0376829909382,6.81128751499193,NA,NA
91.0410432189032,6.60480681167228,NA,NA
287.106863229015,4.96728036050423,NA,NA
287.106485056134,4.94152737014894,NA,NA
287.103737308769,6.72660028330802,NA,NA
287.107502639011,6.41115427151728,NA,NA
287.112177719597,6.12925776766412,NA,NA
287.096320367439,6.65075330528463,NA,NA
287.107763380152,5.56566358039955,NA,NA
287.100105557598,6.50730511202015,NA,NA
287.109285921855,4.48195255733325,NA,NA
287.101362325076,5.5058137033901,NA,NA
306.159157400136,4.76939704688689,NA,NA
306.16209828998,5.21908286984108,NA,NA
306.169581493419,6.03191761412572,NA,NA
306.163142958808,6.33565866003567,NA,NA
306.161534759041,5.3800399450754,NA,NA
306.158440421098,5.74818139253481,NA,NA
306.163996727914,4.31139396763844,NA,NA
306.158938064174,6.13629791875921,NA,NA
306.164098593762,5.78129476554976,NA,NA
306.168712475096,6.17502987636438,NA,NA
777.407169929787,5.24734408894038,NA,NA
777.360636562261,6.21361093471105,NA,NA
777.398328420756,4.39997714273662,NA,NA
777.411288780285,5.22803265984284,NA,NA
777.394960502156,5.36697218439003,NA,NA
777.379449871556,4.5985962710797,NA,NA
777.379028988988,5.06172896174118,NA,NA
777.394067470341,5.66779910128207,NA,NA
777.410454925059,4.23984825750507,NA,NA
777.396399367068,5.39745422943048,NA,NA
869.471134297042,7.57766711836761,NA,NA
869.453619880004,6.89779654336824,NA,NA
869.475884542422,8.18174931788956,NA,NA
869.470189286586,7.00297295716246,NA,NA
869.452417150111,7.14234266281426,NA,NA
869.47249609574,7.95126163581227,NA,NA
869.474372369394,8.0529055249223,NA,NA
869.49207517251,6.8069766854054,NA,NA
869.473596998444,7.68611210028222,NA,NA
869.451772366981,7.18181808525139,NA,NA
799.325471695478,6.63018533669227,NA,NA
799.354080019171,4.63899368470327,NA,NA
799.356183697545,6.42062743866221,NA,NA
799.330727076283,7.01131274768626,NA,NA
799.359851503194,5.65020261058936,NA,NA
799.333906549597,5.69446537485524,NA,NA
799.346473065446,7.01973874814222,NA,NA
799.363123234388,5.60434238572225,NA,NA
799.339979825009,5.91968724907629,NA,NA
799.336194180396,5.5501364848284,NA,NA
304.100993109218,6.2366768976672,NA,NA
304.105148703009,6.1296958110821,NA,NA
304.102111906348,6.32397305894394,NA,NA
304.100416772199,5.54265826031238,NA,NA
304.103989603165,4.43816632783225,NA,NA
304.100036502406,5.56731716373835,NA,NA
304.099527604386,5.19175566036285,NA,NA
304.105317115205,5.28281899228054,NA,NA
304.114618280889,6.15516168461904,NA,NA
304.104467148595,6.15797684983025,NA,NA
179.124942963312,5.838810017067,NA,NA
179.125934753802,6.4212572635011,NA,NA
179.125794580593,7.76752714098437,NA,NA
179.131432933284,6.9724682482779,NA,NA
179.129464061069,5.34716452942721,NA,NA
179.12638168918,6.9630373144615,NA,NA
179.127755386842,6.84874997494922,NA,NA
179.129075666235,6.82895295673335,NA,NA
179.132114265195,6.65973473031838,NA,NA
179.122222236191,5.88896450084237,NA,NA
276.105163533594,6.68072115550456,NA,NA
276.094936575488,6.9269273474136,NA,NA
276.10171890782,5.51557074125483,NA,NA
276.114020204984,6.07580875790489,NA,NA
276.1145274078,6.8510298662641,NA,NA
276.103513677432,6.81426136784295,NA,NA
276.109851332808,5.67016540348175,NA,NA
276.11339712722,6.58920414320019,NA,NA
276.108771264608,5.1740733701685,NA,NA
276.108788816614,6.13179615246868,NA,NA
723.230429381946,6.482658169327,NA,NA
723.239586664843,5.03921307168416,NA,NA
723.228579207917,4.91825665060652,NA,NA
723.247133783167,4.7580427831505,NA,NA
723.255687089289,4.57948764668019,NA,NA
723.237275553336,5.02932494528761,NA,NA
723.257427444286,6.58221541847948,NA,NA
723.250392763107,5.15334893704513,NA,NA
723.249102627524,4.66672858708269,NA,NA
723.261396393802,5.61412993360086,NA,NA
125.062145351337,6.40083917370978,NA,NA
125.058939595521,5.9194698034613,NA,NA
125.059252662001,5.73205774297246,NA,NA
125.061435791198,6.99174277939405,NA,NA
125.060157111842,6.00311875218809,NA,NA
125.06043797437,5.28546709349632,NA,NA
125.058585596327,6.64578134637586,NA,NA
125.060734026284,5.8798247020133,NA,NA
125.061905703612,6.72431338482977,NA,NA
125.061747141329,6.24088412766611,NA,NA
131.044426755459,6.36079542079188,NA,NA
131.044210605553,7.34089989223118,NA,NA
131.043867996148,7.17549209148494,NA,NA
131.042104805114,5.96057280800874,NA,NA
131.045832493347,6.384706068716,NA,NA
131.042106839454,6.40563196336373,NA,NA
131.042641501949,6.4941813582653,NA,NA
131.043882247345,6.09083684211831,NA,NA
131.043390285505,7.12129532298518,NA,NA
131.046783722618,6.31309502515874,NA,NA
132.101767981944,7.57823410215748,NA,NA
132.100827281991,7.16772113588094,NA,NA
132.101743745206,6.74009680996113,NA,NA
132.103417911671,6.33066188573257,NA,NA
132.102472004749,6.64713714421702,NA,NA
132.101243591835,6.61951820626917,NA,NA
132.098723617983,5.94767616865867,NA,NA
132.102932886108,6.31899512637944,NA,NA
132.102086356775,7.4319431899617,NA,NA
132.103339440953,6.92390976092294,NA,NA
153.052679967486,6.0458057141206,NA,NA
153.055410117568,6.87052952541688,NA,NA
153.054779531797,6.34235227394405,NA,NA
153.056641117524,6.3398181997083,NA,NA
153.053936308458,6.58169071539101,NA,NA
153.05417869594,4.46174394882371,NA,NA
153.052693957255,6.43239150135612,NA,NA
153.055082623666,5.58703138612407,NA,NA
153.053332914731,5.32121749218353,NA,NA
153.052484264096,5.51950284287494,NA,NA
